R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,no_of_rounds,R_Height,R_Weight,R_Reach,R_Stance,R_DOB,B_height,B_Weight,B_Reach,B_Stance,B_DOB
Clay Guida,Nate Diaz,0,0,0.49,0.36,0.36,0.0,1,0,2,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"January 31, 2009","Las Vegas, Nevada, USA",Lightweight Bout,Red,99,49,135,49,127,75,158,70,11,4,8,0,59,15,120,39,9,4,11,7,31,30,4,3,57,21,117,36,29,19,17,12,13,9,1,1,Lightweight,3,170.18,155.0,177.8,Orthodox,"Dec 08, 1981",182.88,170.0,193.04,Southpaw,"Apr 16, 1985"
Jon Fitch,Akihiro Gono,0,0,0.57,0.35,0.57,0.0,2,0,4,0,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,"January 31, 2009","Las Vegas, Nevada, USA",Welterweight Bout,Red,70,40,20,7,232,174,32,18,7,4,0,0,40,15,10,1,22,18,6,3,8,7,4,3,27,11,15,4,20,16,3,2,23,13,2,1,Welterweight,3,182.88,170.0,193.04,Orthodox,"Feb 24, 1978",170.18,170.0,172.72,Switch,"Oct 07, 1974"
Thiago Tavares,Manvel Gamburyan,0,0,0.42,0.3,0.42,0.2,0,1,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"January 31, 2009","Las Vegas, Nevada, USA",Lightweight Bout,Red,64,27,86,26,115,70,129,66,7,3,5,1,60,24,76,18,4,3,4,3,0,0,6,5,44,17,71,18,3,1,4,3,17,9,11,5,Lightweight,3,170.18,145.0,172.72,Orthodox,"Nov 08, 1984",165.1,135.0,170.18,Orthodox,"May 08, 1981"
John Howard,Chris Wilson,0,0,0.51,0.54,1.0,0.33,2,2,3,0,1,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"January 31, 2009","Las Vegas, Nevada, USA",Welterweight Bout,Red,41,21,82,45,106,80,107,67,7,7,6,2,32,13,47,18,4,4,24,19,5,4,11,8,24,10,49,23,4,2,10,6,13,9,23,16,Welterweight,3,170.18,170.0,180.34,Orthodox,"Mar 01, 1983",185.42,170.0,190.5,Orthodox,"Jun 07, 1977"
Jake O'Brien,Christian Wellisch,1,0,0.29,0.25,0.81,0.0,0,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"January 31, 2009","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,84,25,179,46,122,61,200,67,11,9,1,0,84,25,158,31,0,0,4,3,0,0,17,12,67,17,172,44,9,5,7,2,8,3,0,0,Light Heavyweight,3,190.5,205.0,193.04,Orthodox,"Sep 25, 1984",187.96,234.0,195.58,Orthodox,"Sep 13, 1975"
Dan Cramer,Matt Arroyo,0,0,0.35,0.64,0.0,0.4,0,5,0,2,2,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,"January 31, 2009","Las Vegas, Nevada, USA",Welterweight Bout,Red,68,24,25,16,90,38,164,148,0,0,5,2,66,22,18,10,1,1,5,4,1,1,2,2,3,2,11,4,0,0,2,0,65,22,12,12,Welterweight,3,187.96,170.0,,Orthodox,"Oct 31, 1985",177.8,170.0,182.88,Orthodox,"Sep 01, 1982"
Dan Henderson,Rich Franklin,0,0,0.4,0.4,0.66,0.0,0,0,2,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"January 17, 2009","Dublin, Leinster, Ireland",Light Heavyweight Bout,Red,88,36,96,39,96,43,106,47,6,4,0,0,64,18,66,14,5,3,27,22,19,15,3,3,59,21,82,31,8,4,13,8,21,11,1,0,Light Heavyweight,3,180.34,185.0,187.96,Orthodox,"Aug 24, 1970",185.42,185.0,190.5,Southpaw,"Oct 05, 1974"
Mauricio Rua,Mark Coleman,2,0,0.6,0.44,0.5,0.77,2,0,1,1,0,0,KO/TKO,3,4:36,3 Rnd (5-5-5),Kevin Mulhall,"January 17, 2009","Dublin, Leinster, Ireland",Light Heavyweight Bout,Red,102,62,69,31,148,106,113,71,2,1,9,7,69,34,64,26,21,19,4,4,12,9,1,1,72,39,45,12,23,17,7,7,7,6,17,12,Light Heavyweight,3,185.42,205.0,193.04,Orthodox,"Nov 25, 1981",185.42,205.0,190.5,Orthodox,"Dec 20, 1964"
Rousimar Palhares,Jeremy Horn,0,0,0.51,0.19,0.7,1.0,0,1,9,2,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"January 17, 2009","Dublin, Leinster, Ireland",Middleweight Bout,Red,35,18,36,7,168,124,51,22,10,7,1,1,32,17,34,5,3,1,1,1,0,0,1,1,14,5,31,6,2,1,3,0,19,12,2,1,Middleweight,3,172.72,170.0,180.34,Orthodox,"Feb 26, 1980",185.42,185.0,187.96,Orthodox,"Aug 25, 1975"
Alan Belcher,Denis Kang,0,0,0.32,0.47,0.0,0.6,1,1,0,5,0,0,Submission,2,4:36,3 Rnd (5-5-5),Dan Miragliotta,"January 17, 2009","Dublin, Leinster, Ireland",Middleweight Bout,Red,28,9,55,26,28,9,85,54,0,0,5,3,19,3,45,17,5,2,8,7,4,4,2,2,27,8,39,16,1,1,4,3,0,0,12,7,Middleweight,3,187.96,185.0,185.42000000000002,Orthodox,"Apr 24, 1984",180.34,185.0,195.58,Orthodox,"Sep 17, 1977"
Marcus Davis,Chris Lytle,0,0,0.35,0.36,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,"January 17, 2009","Dublin, Leinster, Ireland",Welterweight Bout,Red,166,59,198,73,180,73,216,91,1,0,0,0,122,29,150,34,40,27,19,14,4,3,29,25,154,53,167,58,12,6,31,15,0,0,0,0,Welterweight,3,177.8,170.0,177.8,Southpaw,"Aug 24, 1973",180.34,170.0,172.72,Orthodox,"Aug 18, 1974"
John Hathaway,Tom Egan,0,0,0.5,0.0,0.71,0.0,0,0,3,0,0,0,KO/TKO,1,4:36,3 Rnd (5-5-5),Marc Goddard,"January 17, 2009","Dublin, Leinster, Ireland",Welterweight Bout,Red,36,18,1,0,61,41,16,15,7,5,0,0,32,14,1,0,2,2,0,0,2,2,0,0,3,2,1,0,2,2,0,0,31,14,0,0,Welterweight,3,185.42,170.0,190.5,Orthodox,"Jul 23, 1987",180.34,170.0,,Orthodox,
Martin Kampmann,Alexandre Barros,1,0,0.63,0.4,0.0,0.5,2,0,3,1,0,0,KO/TKO,2,3:09,3 Rnd (5-5-5),Kevin Mulhall,"January 17, 2009","Dublin, Leinster, Ireland",Welterweight Bout,Red,52,33,20,8,71,51,25,13,1,0,2,1,42,26,12,1,9,6,1,1,1,1,7,6,16,4,15,4,10,6,3,3,26,23,2,1,Welterweight,3,182.88,170.0,182.88,Orthodox,"Apr 17, 1982",175.26,170.0,,Southpaw,"Nov 19, 1976"
Eric Schafer,Antonio Mendes,0,0,0.73,0.6,0.0,0.0,0,0,3,0,1,0,KO/TKO,1,3:35,3 Rnd (5-5-5),Dan Miragliotta,"January 17, 2009","Dublin, Leinster, Ireland",Light Heavyweight Bout,Red,30,22,5,3,67,59,11,9,1,0,0,0,30,22,4,2,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,30,22,1,1,Light Heavyweight,3,190.5,185.0,190.5,Orthodox,"Sep 20, 1977",190.5,205.0,195.58,Southpaw,"Apr 19, 1981"
Tomasz Drwal,Ivan Serati,0,0,0.63,0.27,1.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:02,3 Rnd (5-5-5),Leon Roberts,"January 17, 2009","Dublin, Leinster, Ireland",Light Heavyweight Bout,Red,22,14,11,3,24,16,13,4,1,1,2,0,19,11,10,2,1,1,0,0,2,2,1,1,8,5,4,1,5,2,7,2,9,7,0,0,Light Heavyweight,3,185.42,205.0,193.04,Orthodox,"Jan 22, 1982",182.88,205.0,,Orthodox,
Dennis Siver,Nate Mohr,1,0,0.25,0.47,0.0,0.5,0,0,0,1,0,0,KO/TKO,3,3:45,3 Rnd (5-5-5),Kevin Mulhall,"January 17, 2009","Dublin, Leinster, Ireland",Lightweight Bout,Red,190,48,102,48,200,57,125,68,1,0,2,1,159,28,63,17,9,2,13,10,22,18,26,21,181,42,92,42,9,6,2,2,0,0,8,4,Lightweight,3,167.64000000000001,145.0,177.8,Orthodox,"Jan 13, 1979",175.26,155.0,182.88,Orthodox,"Mar 03, 1983"
Rashad Evans,Forrest Griffin,0,0,0.47,0.33,1.0,0.0,0,0,1,0,0,0,KO/TKO,3,2:46,5 Rnd (5-5-5-5-5),Steve Mazzagatti,"December 27, 2008","Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Red,103,49,149,50,105,51,151,51,1,1,0,0,96,44,100,16,2,1,17,10,5,4,32,24,64,24,141,44,0,0,8,6,39,25,0,0,Light Heavyweight,5,182.88,205.0,190.5,Orthodox,"Sep 25, 1979",190.5,205.0,195.58,Orthodox,"Mar 16, 1979"
Frank Mir,Minotauro Nogueira,3,0,0.36,0.26,1.0,0.0,0,0,0,0,0,0,KO/TKO,2,1:54,5 Rnd (5-5-5-5-5),Herb Dean,"December 27, 2008","Las Vegas, Nevada, USA",UFC Interim Heavyweight Title Bout,Red,101,37,38,10,106,40,43,15,1,1,0,0,91,30,35,8,3,2,1,0,7,5,2,2,79,25,35,9,3,2,1,0,19,10,2,1,Heavyweight,5,190.5,264.0,200.66,Southpaw,"May 24, 1979",190.5,240.0,195.58,Orthodox,"Jun 02, 1976"
CB Dollaway,Mike Massenzio,0,1,0.47,0.5,1.0,0.0,0,2,2,0,0,0,KO/TKO,1,3:01,3 Rnd (5-5-5),Yves Lavigne,"December 27, 2008","Las Vegas, Nevada, USA",Middleweight Bout,Red,19,9,6,3,40,29,12,8,1,1,0,0,16,8,6,3,3,1,0,0,0,0,0,0,8,3,6,3,2,0,0,0,9,6,0,0,Middleweight,3,187.96,185.0,193.04,Orthodox,"Aug 10, 1983",187.96,185.0,185.42000000000002,Southpaw,"Nov 01, 1982"
Rampage Jackson,Wanderlei Silva,1,0,0.55,0.26,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,3:21,3 Rnd (5-5-5),Yves Lavigne,"December 27, 2008","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,20,11,26,7,20,11,26,7,1,0,0,0,19,10,21,4,0,0,0,0,1,1,5,3,18,9,25,6,0,0,1,1,2,2,0,0,Light Heavyweight,3,185.42,205.0,185.42000000000002,Orthodox,"Jun 20, 1978",180.34,205.0,187.96,Orthodox,"Jul 03, 1976"
Cheick Kongo,Mostapha Al-Turk,1,0,0.77,0.44,1.0,0.0,0,0,0,0,0,0,KO/TKO,1,4:37,3 Rnd (5-5-5),Steve Mazzagatti,"December 27, 2008","Las Vegas, Nevada, USA",Heavyweight Bout,Red,44,34,9,4,84,73,12,7,1,1,7,0,32,23,4,0,2,2,2,1,10,9,3,3,11,6,5,1,6,6,4,3,27,22,0,0,Heavyweight,3,193.04,240.0,208.28,Orthodox,"May 17, 1975",187.96,245.0,195.58,Orthodox,"Jul 14, 1973"
Yushin Okami,Dean Lister,0,0,0.5,0.15,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"December 27, 2008","Las Vegas, Nevada, USA",Middleweight Bout,Red,77,39,39,6,117,77,52,17,0,0,11,0,70,32,33,2,6,6,1,0,1,1,5,4,44,16,36,6,6,6,3,0,27,17,0,0,Middleweight,3,187.96,170.0,190.5,Southpaw,"Jul 21, 1981",185.42,185.0,190.5,Orthodox,"Feb 13, 1976"
Antoni Hardonk,Mike Wessel,0,0,0.77,0.56,0.0,0.5,2,0,1,3,1,0,KO/TKO,2,2:09,3 Rnd (5-5-5),Yves Lavigne,"December 27, 2008","Las Vegas, Nevada, USA",Heavyweight Bout,Red,59,46,23,13,70,56,58,45,0,0,6,3,46,34,17,8,8,8,6,5,5,4,0,0,11,4,5,2,21,17,12,8,27,25,6,3,Heavyweight,3,193.04,245.0,198.12,Orthodox,"Feb 05, 1976",182.88,260.0,,Orthodox,"Dec 02, 1977"
Matt Hamill,Reese Andy,0,0,0.34,0.46,1.0,0.0,0,0,1,0,0,0,KO/TKO,2,2:19,3 Rnd (5-5-5),Steve Mazzagatti,"December 27, 2008","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,115,40,73,34,141,63,77,38,1,1,0,0,107,34,54,20,6,5,5,3,2,1,14,11,99,28,60,28,5,4,13,6,11,8,0,0,Light Heavyweight,3,185.42,205.0,193.04,Orthodox,"Oct 05, 1976",182.88,205.0,,Orthodox,"Mar 31, 1973"
Brad Blackburn,Ryo Chonan,1,0,0.26,0.34,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"December 27, 2008","Las Vegas, Nevada, USA",Welterweight Bout,Red,296,79,181,63,301,84,183,65,1,0,2,0,254,48,144,31,19,10,23,20,23,21,14,12,291,76,179,62,1,1,1,0,4,2,1,1,Welterweight,3,177.8,170.0,185.42000000000002,Orthodox,"May 25, 1977",175.26,170.0,177.8,Orthodox,"Oct 08, 1976"
Pat Barry,Dan Evensen,0,0,0.46,0.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:36,3 Rnd (5-5-5),Yves Lavigne,"December 27, 2008","Las Vegas, Nevada, USA",Heavyweight Bout,Red,13,6,10,0,13,6,10,0,0,0,1,0,6,1,8,0,2,1,2,0,5,4,0,0,13,6,10,0,0,0,0,0,0,0,0,0,Heavyweight,3,180.34,235.0,187.96,Orthodox,"Jul 07, 1979",190.5,250.0,,Orthodox,"Jun 01, 1974"
Efrain Escudero,Phillipe Nover,0,0,0.6,0.36,0.87,0.0,0,2,5,1,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,"December 13, 2008","Las Vegas, Nevada, USA",Ultimate Fighter 8 Lightweight Tournament Title Bout,Red,45,27,55,20,104,81,132,95,8,7,1,0,22,9,36,9,8,4,9,4,15,14,10,7,13,4,40,11,9,6,11,7,23,17,4,2,Lightweight,3,175.26,155.0,177.8,Orthodox,"Jan 15, 1986",175.26,145.0,182.88,Orthodox,"Feb 03, 1984"
Ryan Bader,Vinny Magalhaes,1,0,0.5,0.2,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:18,3 Rnd (5-5-5),Herb Dean,"December 13, 2008","Las Vegas, Nevada, USA",Ultimate Fighter 8 Light Heavyweight Tournament Title Bout,Red,30,15,20,4,30,15,20,4,0,0,0,0,24,9,14,1,2,2,5,3,4,4,1,0,26,12,20,4,0,0,0,0,4,3,0,0,Light Heavyweight,3,187.96,205.0,187.96,Orthodox,"Jun 07, 1983",190.5,205.0,200.66,Orthodox,"Jul 02, 1984"
Anthony Johnson,Kevin Burns,1,0,0.54,0.37,1.0,0.0,0,2,2,0,0,0,KO/TKO,3,0:28,3 Rnd (5-5-5),Mario Yamasaki,"December 13, 2008","Las Vegas, Nevada, USA",Welterweight Bout,Red,64,35,45,17,148,109,67,39,3,3,0,0,39,15,32,7,12,9,3,1,13,11,10,9,38,23,45,17,0,0,0,0,26,12,0,0,Welterweight,3,187.96,205.0,198.12,Orthodox,"Mar 06, 1984",177.8,170.0,187.96,Orthodox,"Mar 03, 1980"
Wilson Gouveia,Jason MacDonald,1,0,0.64,0.46,0.0,0.25,0,0,1,0,0,0,KO/TKO,1,2:18,3 Rnd (5-5-5),Josh Rosenthal,"December 13, 2008","Las Vegas, Nevada, USA",Middleweight Bout,Red,28,18,13,6,39,24,16,9,0,0,4,1,26,17,7,0,0,0,1,1,2,1,5,5,10,4,9,2,0,0,4,4,18,14,0,0,Middleweight,3,185.42,185.0,193.04,Orthodox,"Oct 03, 1978",190.5,185.0,203.2,Orthodox,"Jun 03, 1975"
Junie Browning,David Kaplan,0,0,0.49,0.41,1.0,1.0,2,1,6,0,1,1,Submission,2,1:32,3 Rnd (5-5-5),Steve Mazzagatti,"December 13, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,63,31,29,12,71,38,32,14,2,2,2,2,50,21,17,5,6,5,4,3,7,5,8,4,48,25,22,8,7,3,7,4,8,3,0,0,Lightweight,3,175.26,155.0,,Orthodox,"May 12, 1984",170.18,155.0,,Orthodox,"Nov 16, 1979"
Krzysztof Soszynski,Shane Primm,0,0,0.38,0.26,0.0,0.2,1,0,4,0,0,0,Submission,2,3:27,3 Rnd (5-5-5),Herb Dean,"December 13, 2008","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,50,19,26,7,69,38,31,12,0,0,5,1,47,16,19,2,2,2,6,4,1,1,1,1,33,9,14,1,8,4,12,6,9,6,0,0,Light Heavyweight,3,185.42,205.0,195.58,Open Stance,"Aug 02, 1977",190.5,205.0,,Orthodox,"Jul 30, 1984"
Eliot Marshall,Jules Bruchez,0,0,0.53,0.5,1.0,0.0,2,0,3,0,0,0,Submission,1,1:27,3 Rnd (5-5-5),Mario Yamasaki,"December 13, 2008","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,15,8,2,1,20,13,4,3,1,1,0,0,15,8,1,0,0,0,0,0,0,0,1,1,11,5,1,0,3,2,1,1,1,1,0,0,Light Heavyweight,3,187.96,205.0,195.58,Orthodox,"Jul 07, 1980",182.88,205.0,,Southpaw,"Aug 16, 1977"
Tom Lawlor,Kyle Kingsbury,0,0,0.63,0.45,0.36,0.0,0,0,2,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"December 13, 2008","Las Vegas, Nevada, USA",Light Heavyweight Bout,Red,22,14,22,10,82,70,116,101,19,7,0,0,22,14,18,6,0,0,3,3,0,0,1,1,0,0,10,1,4,2,8,5,18,12,4,4,Light Heavyweight,3,182.88,205.0,187.96,Southpaw,"May 15, 1983",193.04,205.0,193.04,Orthodox,"Mar 22, 1982"
Shane Nelson,George Roop,0,0,0.31,0.28,0.3,1.0,2,0,4,1,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"December 13, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,32,10,74,21,95,69,153,93,10,3,1,1,32,10,56,10,0,0,15,8,0,0,3,3,9,1,45,8,3,1,21,9,20,8,8,4,Lightweight,3,175.26,155.0,177.8,Southpaw,"Nov 29, 1984",185.42,135.0,182.88,Orthodox,"Nov 10, 1981"
Rolando Delgado,John Polakowski,1,0,0.55,0.04,0.25,0.0,3,1,4,0,0,0,Submission,2,2:18,3 Rnd (5-5-5),Josh Rosenthal,"December 13, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,27,15,23,1,59,44,28,4,4,1,0,0,16,8,22,1,10,7,1,0,1,0,0,0,18,9,23,1,0,0,0,0,9,6,0,0,Lightweight,3,190.5,155.0,195.58,Orthodox,"Nov 22, 1981",177.8,155.0,,Orthodox,"Jun 21, 1981"
Josh Koscheck,Yoshiyuki Yoshida,1,0,0.37,0.35,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:15,3 Rnd (5-5-5),Mario Yamasaki,"December 10, 2008","Fayetteville, North Carolina, USA",Welterweight Bout,Red,16,6,17,6,16,6,17,6,0,0,0,0,16,6,6,1,0,0,4,2,0,0,7,3,14,5,15,5,2,1,2,1,0,0,0,0,Welterweight,3,177.8,170.0,185.42000000000002,Orthodox,"Nov 30, 1977",180.34,170.0,177.8,Southpaw,"May 10, 1974"
Mike Swick,Jonathan Goulet,1,0,0.87,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:33,3 Rnd (5-5-5),Dan Miragliotta,"December 10, 2008","Fayetteville, North Carolina, USA",Welterweight Bout,Red,8,7,3,1,17,16,3,1,0,0,1,0,8,7,3,1,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,0,5,5,0,0,Welterweight,3,185.42,170.0,195.58,Orthodox,"Jun 19, 1979",182.88,170.0,185.42000000000002,Orthodox,"Jul 13, 1979"
Steve Cantwell,Razak Al-Hassan,0,0,0.51,0.23,1.0,0.0,1,0,2,0,0,0,Submission,1,4:04,3 Rnd (5-5-5),Mario Yamasaki,"December 10, 2008","Fayetteville, North Carolina, USA",Light Heavyweight Bout,Red,29,15,56,13,33,19,58,15,1,1,1,0,22,9,46,5,5,4,3,2,2,2,7,6,24,12,53,12,2,1,3,1,3,2,0,0,Light Heavyweight,3,187.96,185.0,190.5,Orthodox,"Dec 08, 1986",187.96,205.0,,Orthodox,"May 14, 1982"
Tim Credeur,Nate Loughran,0,0,0.39,0.4,1.0,0.0,0,0,2,0,0,0,KO/TKO,2,5:00,3 Rnd (5-5-5),Dan Miragliotta,"December 10, 2008","Fayetteville, North Carolina, USA",Middleweight Bout,Red,131,52,62,25,140,60,65,28,1,1,3,0,115,39,31,6,13,10,19,12,3,3,12,7,116,44,60,24,8,6,2,1,7,2,0,0,Middleweight,3,190.5,185.0,190.5,Orthodox,"Jul 09, 1977",187.96,185.0,,Orthodox,"Jul 28, 1980"
Jim Miller,Matt Wiman,0,0,0.44,0.35,0.66,0.33,2,0,3,0,1,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"December 10, 2008","Fayetteville, North Carolina, USA",Lightweight Bout,Red,137,61,56,20,193,110,73,34,6,4,3,1,120,50,48,13,14,9,5,4,3,2,3,3,56,18,44,15,38,19,12,5,43,24,0,0,Lightweight,3,172.72,155.0,180.34,Southpaw,"Aug 30, 1983",177.8,155.0,172.72,Orthodox,"Sep 19, 1983"
Luigi Fioravanti,Brodie Farber,0,0,0.54,0.34,0.8,0.5,5,1,10,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Al Coley,"December 10, 2008","Fayetteville, North Carolina, USA",Welterweight Bout,Red,55,30,29,10,139,100,33,14,10,8,2,1,37,15,17,2,4,3,8,6,14,12,4,2,25,12,18,3,12,6,7,6,18,12,4,1,Welterweight,3,172.72,170.0,177.8,Orthodox,"Jan 22, 1981",185.42,170.0,,Orthodox,"Jul 05, 1980"
Steve Bruno,Johnny Rees,0,0,0.55,0.69,0.5,0.25,1,0,3,1,0,0,Submission,2,3:44,3 Rnd (5-5-5),Donnie Jessup,"December 10, 2008","Fayetteville, North Carolina, USA",Welterweight Bout,Red,18,10,52,36,47,37,65,49,6,3,4,1,11,5,26,15,2,2,18,15,5,3,8,6,7,2,12,4,8,5,35,27,3,3,5,5,Welterweight,3,177.8,170.0,,Orthodox,"Nov 03, 1981",182.88,170.0,,Orthodox,"Oct 21, 1982"
Ben Saunders,Brandon Wolff,1,0,0.82,0.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:49,3 Rnd (5-5-5),Al Coley,"December 10, 2008","Fayetteville, North Carolina, USA",Welterweight Bout,Red,51,42,1,0,58,49,5,4,0,0,0,0,43,35,1,0,7,6,0,0,1,1,0,0,10,7,0,0,41,35,1,0,0,0,0,0,Welterweight,3,187.96,170.0,195.58,Orthodox,"Apr 13, 1983",175.26,170.0,,Orthodox,"Oct 18, 1975"
Dale Hartt,Corey Hill,0,0,0.44,0.32,0.0,0.66,0,0,0,2,0,0,KO/TKO,2,0:20,3 Rnd (5-5-5),Donnie Jessup,"December 10, 2008","Fayetteville, North Carolina, USA",Lightweight Bout,Red,18,8,25,8,22,12,37,20,0,0,3,2,6,0,18,4,1,1,3,2,11,7,4,2,17,8,22,7,1,0,0,0,0,0,3,1,Lightweight,3,177.8,155.0,175.26,Orthodox,"Apr 04, 1979",193.04,155.0,203.2,Orthodox,"Oct 03, 1978"
Justin McCully,Eddie Sanchez,1,1,0.45,0.42,0.25,0.0,0,0,0,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"December 10, 2008","Fayetteville, North Carolina, USA",Heavyweight Bout,Red,88,40,100,42,163,114,157,94,4,1,4,0,66,29,84,28,6,4,13,11,16,7,3,3,61,24,63,18,27,16,35,22,0,0,2,2,Heavyweight,3,185.42,225.0,185.42000000000002,Orthodox,"Feb 18, 1976",187.96,230.0,187.96,Orthodox,"Nov 04, 1982"
Brock Lesnar,Randy Couture,1,0,0.73,0.57,0.5,0.33,0,0,2,0,0,0,KO/TKO,2,3:07,5 Rnd (5-5-5-5-5),Mario Yamasaki,"November 15, 2008","Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Red,42,31,19,11,79,68,25,17,4,2,3,1,32,21,13,6,6,6,1,1,4,4,5,4,15,5,8,3,13,12,11,8,14,14,0,0,Heavyweight,5,190.5,265.0,205.74,Orthodox,"Jul 12, 1977",185.42,205.0,190.5,Orthodox,"Jun 22, 1963"
Kenny Florian,Joe Stevenson,0,0,0.45,0.33,0.5,0.33,1,0,4,0,0,0,Submission,1,4:03,3 Rnd (5-5-5),Herb Dean,"November 15, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,37,17,18,6,44,24,21,9,2,1,3,1,32,13,13,3,4,3,4,2,1,1,1,1,25,10,15,3,3,2,3,3,9,5,0,0,Lightweight,3,177.8,145.0,187.96,Southpaw,"May 26, 1976",170.18,145.0,177.8,Orthodox,"Jun 15, 1982"
Dustin Hazelett,Tamdan McCrory,0,0,0.47,0.53,0.0,0.0,3,0,0,0,0,0,Submission,1,3:59,3 Rnd (5-5-5),Steve Mazzagatti,"November 15, 2008","Las Vegas, Nevada, USA",Welterweight Bout,Red,21,10,28,15,24,13,28,15,0,0,0,0,14,5,18,6,4,3,5,4,3,2,5,5,19,9,21,11,0,0,7,4,2,1,0,0,Welterweight,3,185.42,170.0,193.04,Orthodox,"Apr 29, 1986",193.04,185.0,198.12,Switch,"Nov 05, 1986"
Gabriel Gonzaga,Josh Hendricks,1,0,0.7,0.2,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:01,3 Rnd (5-5-5),Steve Mazzagatti,"November 15, 2008","Las Vegas, Nevada, USA",Heavyweight Bout,Red,17,12,5,1,17,12,10,6,0,0,0,0,11,7,5,1,6,5,0,0,0,0,0,0,7,3,2,0,8,7,3,1,2,2,0,0,Heavyweight,3,187.96,242.0,193.04,Orthodox,"May 18, 1979",187.96,235.0,,Southpaw,"Aug 28, 1976"
Demian Maia,Nate Quarry,0,0,0.5,0.0,0.5,0.0,1,0,3,0,0,0,Submission,1,2:13,3 Rnd (5-5-5),Herb Dean,"November 15, 2008","Las Vegas, Nevada, USA",Middleweight Bout,Red,4,2,0,0,32,22,8,8,2,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,Middleweight,3,185.42,170.0,182.88,Southpaw,"Nov 06, 1977",182.88,185.0,182.88,Open Stance,"Mar 18, 1972"
